Year,Category code,Category name,Fuel,Gas,Units,Value
2000,1.A.1.c.i.,Manufacture of solid fuels,All fuels except biomass,CO2,kt,112.869241901407
2000,1.A.1.c.i.,Manufacture of solid fuels,All fuels except biomass,CH4,kt,0.032989363
2000,1.A.1.c.i.,Manufacture of solid fuels,All fuels except biomass,N2O,kt,0.000113014494642237
2000,1.A.1.c.i.,Manufacture of solid fuels,Liquid fuels,CO2,kt,NO
2000,1.A.1.c.i.,Manufacture of solid fuels,Liquid fuels,CH4,kt,NO
2000,1.A.1.c.i.,Manufacture of solid fuels,Liquid fuels,N2O,kt,NO
2000,1.A.1.c.i.,Manufacture of solid fuels,Solid fuels,CO2,kt,112.869241901407
2000,1.A.1.c.i.,Manufacture of solid fuels,Solid fuels,CH4,kt,0.032989363
2000,1.A.1.c.i.,Manufacture of solid fuels,Solid fuels,N2O,kt,0.000113014494642237
2000,1.A.1.c.i.,Manufacture of solid fuels,Gaseous fuels,CO2,kt,NO
2000,1.A.1.c.i.,Manufacture of solid fuels,Gaseous fuels,CH4,kt,NO
2000,1.A.1.c.i.,Manufacture of solid fuels,Gaseous fuels,N2O,kt,NO
2000,1.A.1.c.i.,Manufacture of solid fuels,Other fossil fuels,CO2,kt,NO
2000,1.A.1.c.i.,Manufacture of solid fuels,Other fossil fuels,CH4,kt,NO
2000,1.A.1.c.i.,Manufacture of solid fuels,Other fossil fuels,N2O,kt,NO
2000,1.A.1.c.i.,Manufacture of solid fuels,Peat,CO2,kt,NO
2000,1.A.1.c.i.,Manufacture of solid fuels,Peat,CH4,kt,NO
2000,1.A.1.c.i.,Manufacture of solid fuels,Peat,N2O,kt,NO
2000,1.A.1.c.i.,Manufacture of solid fuels,Biomass,CO2,kt,NO
2000,1.A.1.c.i.,Manufacture of solid fuels,Biomass,CH4,kt,NO
2000,1.A.1.c.i.,Manufacture of solid fuels,Biomass,N2O,kt,NO
2000,1.A.1.c.iii.,Other energy industries,All fuels except biomass,CO2,kt,33.8395153619816
2000,1.A.1.c.iii.,Other energy industries,All fuels except biomass,CH4,kt,0.000599885044530785
2000,1.A.1.c.iii.,Other energy industries,All fuels except biomass,N2O,kt,0.00179965513359235
2000,1.A.1.c.iii.,Other energy industries,Liquid fuels,CO2,kt,NO
2000,1.A.1.c.iii.,Other energy industries,Liquid fuels,CH4,kt,NO
2000,1.A.1.c.iii.,Other energy industries,Liquid fuels,N2O,kt,NO
2000,1.A.1.c.iii.,Other energy industries,Solid fuels,CO2,kt,NO
2000,1.A.1.c.iii.,Other energy industries,Solid fuels,CH4,kt,NO
2000,1.A.1.c.iii.,Other energy industries,Solid fuels,N2O,kt,NO
2000,1.A.1.c.iii.,Other energy industries,Gaseous fuels,CO2,kt,33.8395153619816
2000,1.A.1.c.iii.,Other energy industries,Gaseous fuels,CH4,kt,0.000599885044530785
2000,1.A.1.c.iii.,Other energy industries,Gaseous fuels,N2O,kt,0.00179965513359235
2000,1.A.1.c.iii.,Other energy industries,Other fossil fuels,CO2,kt,NO
2000,1.A.1.c.iii.,Other energy industries,Other fossil fuels,CH4,kt,NO
2000,1.A.1.c.iii.,Other energy industries,Other fossil fuels,N2O,kt,NO
2000,1.A.1.c.iii.,Other energy industries,Peat,CO2,kt,NO
2000,1.A.1.c.iii.,Other energy industries,Peat,CH4,kt,NO
2000,1.A.1.c.iii.,Other energy industries,Peat,N2O,kt,NO
2000,1.A.1.c.iii.,Other energy industries,Biomass,CO2,kt,NO
2000,1.A.1.c.iii.,Other energy industries,Biomass,CH4,kt,NO
2000,1.A.1.c.iii.,Other energy industries,Biomass,N2O,kt,NO
2000,1.A.2.,Manufacturing industries and construction,All fuels except biomass,CO2,kt,11334.063432270184
2000,1.A.2.,Manufacturing industries and construction,All fuels except biomass,CH4,kt,1.7246591816639452
2000,1.A.2.,Manufacturing industries and construction,All fuels except biomass,N2O,kt,0.48792781568338944
2000,1.A.2.,Manufacturing industries and construction,Liquid fuels,CO2,kt,7749.36796175902
2000,1.A.2.,Manufacturing industries and construction,Liquid fuels,CH4,kt,0.6061928712952711
2000,1.A.2.,Manufacturing industries and construction,Liquid fuels,N2O,kt,0.20293552874098375
2000,1.A.2.,Manufacturing industries and construction,Solid fuels,CO2,kt,1650.7765058647378
2000,1.A.2.,Manufacturing industries and construction,Solid fuels,CH4,kt,0.04288342557522238
2000,1.A.2.,Manufacturing industries and construction,Solid fuels,N2O,kt,0.009705926743526957
2000,1.A.2.,Manufacturing industries and construction,Gaseous fuels,CO2,kt,1922.771460118267
2000,1.A.2.,Manufacturing industries and construction,Gaseous fuels,CH4,kt,0.3521341988326096
2000,1.A.2.,Manufacturing industries and construction,Gaseous fuels,N2O,kt,0.03471311516575635
2000,1.A.2.,Manufacturing industries and construction,Other fossil fuels,CO2,kt,11.14750452816
2000,1.A.2.,Manufacturing industries and construction,Other fossil fuels,CH4,kt,0.000512739781886459
2000,1.A.2.,Manufacturing industries and construction,Other fossil fuels,N2O,kt,0.0002732231502
2000,1.A.2.,Manufacturing industries and construction,Peat,CO2,kt,NO
2000,1.A.2.,Manufacturing industries and construction,Peat,CH4,kt,NO
2000,1.A.2.,Manufacturing industries and construction,Peat,N2O,kt,NO
2000,1.A.2.,Manufacturing industries and construction,Biomass,CO2,kt,5970.224720602838
2000,1.A.2.,Manufacturing industries and construction,Biomass,CH4,kt,0.7229359461789555
2000,1.A.2.,Manufacturing industries and construction,Biomass,N2O,kt,0.24030002188292238
2000,1.A.2.a.,Iron and steel,All fuels except biomass,CO2,kt,573.7175866615385
2000,1.A.2.a.,Iron and steel,All fuels except biomass,CH4,kt,0.00722815113621094
2000,1.A.2.a.,Iron and steel,All fuels except biomass,N2O,kt,0.001105308434945302
2000,1.A.2.a.,Iron and steel,Liquid fuels,CO2,kt,109.362194514524
2000,1.A.2.a.,Iron and steel,Liquid fuels,CH4,kt,0.00399443685715473
2000,1.A.2.a.,Iron and steel,Liquid fuels,N2O,kt,0.000781937007953921
2000,1.A.2.a.,Iron and steel,Solid fuels,CO2,kt,436.566823991383
2000,1.A.2.a.,Iron and steel,Solid fuels,CH4,kt,0.00274100916991381
2000,1.A.2.a.,Iron and steel,Solid fuels,N2O,kt,0.000274100916991381
2000,1.A.2.a.,Iron and steel,Gaseous fuels,CO2,kt,27.7885681556314
2000,1.A.2.a.,Iron and steel,Gaseous fuels,CH4,kt,0.0004927051091424
2000,1.A.2.a.,Iron and steel,Gaseous fuels,N2O,kt,4.927051e-05
2000,1.A.2.a.,Iron and steel,Other fossil fuels,CO2,kt,NO
2000,1.A.2.a.,Iron and steel,Other fossil fuels,CH4,kt,NO
2000,1.A.2.a.,Iron and steel,Other fossil fuels,N2O,kt,NO
2000,1.A.2.a.,Iron and steel,Peat,CO2,kt,NO
2000,1.A.2.a.,Iron and steel,Peat,CH4,kt,NO
2000,1.A.2.a.,Iron and steel,Peat,N2O,kt,NO
2000,1.A.2.a.,Iron and steel,Biomass,CO2,kt,NO
2000,1.A.2.a.,Iron and steel,Biomass,CH4,kt,NO
2000,1.A.2.a.,Iron and steel,Biomass,N2O,kt,NO
2000,1.A.2.b.,Non-ferrous metals,All fuels except biomass,CO2,kt,"IE,NO"
2000,1.A.2.b.,Non-ferrous metals,All fuels except biomass,CH4,kt,"IE,NO"
2000,1.A.2.b.,Non-ferrous metals,All fuels except biomass,N2O,kt,"IE,NO"
2000,1.A.2.b.,Non-ferrous metals,Liquid fuels,CO2,kt,IE
2000,1.A.2.b.,Non-ferrous metals,Liquid fuels,CH4,kt,IE
2000,1.A.2.b.,Non-ferrous metals,Liquid fuels,N2O,kt,IE
2000,1.A.2.b.,Non-ferrous metals,Solid fuels,CO2,kt,IE
2000,1.A.2.b.,Non-ferrous metals,Solid fuels,CH4,kt,IE
2000,1.A.2.b.,Non-ferrous metals,Solid fuels,N2O,kt,IE
2000,1.A.2.b.,Non-ferrous metals,Gaseous fuels,CO2,kt,IE
2000,1.A.2.b.,Non-ferrous metals,Gaseous fuels,CH4,kt,IE
2000,1.A.2.b.,Non-ferrous metals,Gaseous fuels,N2O,kt,IE
2000,1.A.2.b.,Non-ferrous metals,Other fossil fuels,CO2,kt,IE
2000,1.A.2.b.,Non-ferrous metals,Other fossil fuels,CH4,kt,IE
2000,1.A.2.b.,Non-ferrous metals,Other fossil fuels,N2O,kt,IE
2000,1.A.2.b.,Non-ferrous metals,Peat,CO2,kt,NO
2000,1.A.2.b.,Non-ferrous metals,Peat,CH4,kt,NO
2000,1.A.2.b.,Non-ferrous metals,Peat,N2O,kt,NO
2000,1.A.2.b.,Non-ferrous metals,Biomass,CO2,kt,IE
2000,1.A.2.b.,Non-ferrous metals,Biomass,CH4,kt,IE
2000,1.A.2.b.,Non-ferrous metals,Biomass,N2O,kt,IE
2000,1.A.2.c.,Chemicals,All fuels except biomass,CO2,kt,1669.3426948190117
2000,1.A.2.c.,Chemicals,All fuels except biomass,CH4,kt,0.06658569031413988
2000,1.A.2.c.,Chemicals,All fuels except biomass,N2O,kt,0.020257494628941816
2000,1.A.2.c.,Chemicals,Liquid fuels,CO2,kt,1487.36717574196
2000,1.A.2.c.,Chemicals,Liquid fuels,CH4,kt,0.0462288108513929
2000,1.A.2.c.,Chemicals,Liquid fuels,N2O,kt,0.00918697123446592
2000,1.A.2.c.,Chemicals,Solid fuels,CO2,kt,52.8340860943049
2000,1.A.2.c.,Chemicals,Solid fuels,CH4,kt,0.00558499853005337
2000,1.A.2.c.,Chemicals,Solid fuels,N2O,kt,0.000837749779508006
2000,1.A.2.c.,Chemicals,Gaseous fuels,CO2,kt,129.141432982747
2000,1.A.2.c.,Chemicals,Gaseous fuels,CH4,kt,0.00228933580894782
2000,1.A.2.c.,Chemicals,Gaseous fuels,N2O,kt,0.00228933580894782
2000,1.A.2.c.,Chemicals,Other fossil fuels,CO2,kt,NO
2000,1.A.2.c.,Chemicals,Other fossil fuels,CH4,kt,NO
2000,1.A.2.c.,Chemicals,Other fossil fuels,N2O,kt,NO
2000,1.A.2.c.,Chemicals,Peat,CO2,kt,NO
2000,1.A.2.c.,Chemicals,Peat,CH4,kt,NO
2000,1.A.2.c.,Chemicals,Peat,N2O,kt,NO
2000,1.A.2.c.,Chemicals,Biomass,CO2,kt,127.095004896321
2000,1.A.2.c.,Chemicals,Biomass,CH4,kt,0.0124825451237458
2000,1.A.2.c.,Chemicals,Biomass,N2O,kt,0.00794343780602007
2000,1.A.2.d.,"Pulp, paper and print",All fuels except biomass,CO2,kt,1051.6594295289428
2000,1.A.2.d.,"Pulp, paper and print",All fuels except biomass,CH4,kt,0.6953249720966532
2000,1.A.2.d.,"Pulp, paper and print",All fuels except biomass,N2O,kt,0.12248733095161528
2000,1.A.2.d.,"Pulp, paper and print",Liquid fuels,CO2,kt,918.625340631318
2000,1.A.2.d.,"Pulp, paper and print",Liquid fuels,CH4,kt,0.191837349598228
2000,1.A.2.d.,"Pulp, paper and print",Liquid fuels,N2O,kt,0.00799882050289212
2000,1.A.2.d.,"Pulp, paper and print",Solid fuels,CO2,kt,NO
2000,1.A.2.d.,"Pulp, paper and print",Solid fuels,CH4,kt,NO
2000,1.A.2.d.,"Pulp, paper and print",Solid fuels,N2O,kt,NO
2000,1.A.2.d.,"Pulp, paper and print",Gaseous fuels,CO2,kt,133.034088897625
2000,1.A.2.d.,"Pulp, paper and print",Gaseous fuels,CH4,kt,0.00235834229565015
2000,1.A.2.d.,"Pulp, paper and print",Gaseous fuels,N2O,kt,0.00235834229565015
2000,1.A.2.d.,"Pulp, paper and print",Other fossil fuels,CO2,kt,NO
2000,1.A.2.d.,"Pulp, paper and print",Other fossil fuels,CH4,kt,NO
2000,1.A.2.d.,"Pulp, paper and print",Other fossil fuels,N2O,kt,NO
2000,1.A.2.d.,"Pulp, paper and print",Peat,CO2,kt,NO
2000,1.A.2.d.,"Pulp, paper and print",Peat,CH4,kt,NO
2000,1.A.2.d.,"Pulp, paper and print",Peat,N2O,kt,NO
2000,1.A.2.d.,"Pulp, paper and print",Biomass,CO2,kt,3916.39417389958
2000,1.A.2.d.,"Pulp, paper and print",Biomass,CH4,kt,0.501129280202775
2000,1.A.2.d.,"Pulp, paper and print",Biomass,N2O,kt,0.112130168153073
2000,1.A.2.e.,"Food processing, beverages and tobacco",All fuels except biomass,CO2,kt,1041.897179950025
2000,1.A.2.e.,"Food processing, beverages and tobacco",All fuels except biomass,CH4,kt,0.06735801343860731
2000,1.A.2.e.,"Food processing, beverages and tobacco",All fuels except biomass,N2O,kt,0.03514514993608771
2000,1.A.2.e.,"Food processing, beverages and tobacco",Liquid fuels,CO2,kt,941.118775496334
2000,1.A.2.e.,"Food processing, beverages and tobacco",Liquid fuels,CH4,kt,0.0340586251845557
2000,1.A.2.e.,"Food processing, beverages and tobacco",Liquid fuels,N2O,kt,0.0133049812720982
2000,1.A.2.e.,"Food processing, beverages and tobacco",Solid fuels,CO2,kt,NO
2000,1.A.2.e.,"Food processing, beverages and tobacco",Solid fuels,CH4,kt,NO
2000,1.A.2.e.,"Food processing, beverages and tobacco",Solid fuels,N2O,kt,NO
2000,1.A.2.e.,"Food processing, beverages and tobacco",Gaseous fuels,CO2,kt,100.778404453691
2000,1.A.2.e.,"Food processing, beverages and tobacco",Gaseous fuels,CH4,kt,0.00178653438138081
2000,1.A.2.e.,"Food processing, beverages and tobacco",Gaseous fuels,N2O,kt,0.00178653438138081
2000,1.A.2.e.,"Food processing, beverages and tobacco",Other fossil fuels,CO2,kt,NO
2000,1.A.2.e.,"Food processing, beverages and tobacco",Other fossil fuels,CH4,kt,NO
2000,1.A.2.e.,"Food processing, beverages and tobacco",Other fossil fuels,N2O,kt,NO
2000,1.A.2.e.,"Food processing, beverages and tobacco",Peat,CO2,kt,NO
2000,1.A.2.e.,"Food processing, beverages and tobacco",Peat,CH4,kt,NO
2000,1.A.2.e.,"Food processing, beverages and tobacco",Peat,N2O,kt,NO
2000,1.A.2.e.,"Food processing, beverages and tobacco",Biomass,CO2,kt,320.858148521739
2000,1.A.2.e.,"Food processing, beverages and tobacco",Biomass,CH4,kt,0.0315128538726708
2000,1.A.2.e.,"Food processing, beverages and tobacco",Biomass,N2O,kt,0.0200536342826087
2000,1.A.2.f.,Non-metallic minerals,All fuels except biomass,CO2,kt,4210.732666644931
2000,1.A.2.f.,Non-metallic minerals,All fuels except biomass,CH4,kt,0.7566920606904377
2000,1.A.2.f.,Non-metallic minerals,All fuels except biomass,N2O,kt,0.13941384551828018
2000,1.A.2.f.,Non-metallic minerals,Liquid fuels,CO2,kt,1887.31526564064
2000,1.A.2.f.,Non-metallic minerals,Liquid fuels,CH4,kt,0.237136364065711
2000,1.A.2.f.,Non-metallic minerals,Liquid fuels,N2O,kt,0.0287204270312544
2000,1.A.2.f.,Non-metallic minerals,Solid fuels,CO2,kt,1161.37559577905
2000,1.A.2.f.,Non-metallic minerals,Solid fuels,CH4,kt,0.0345574178752552
2000,1.A.2.f.,Non-metallic minerals,Solid fuels,N2O,kt,0.00859407604702757
2000,1.A.2.f.,Non-metallic minerals,Gaseous fuels,CO2,kt,1150.89430069708
2000,1.A.2.f.,Non-metallic minerals,Gaseous fuels,CH4,kt,0.338435717443889
2000,1.A.2.f.,Non-metallic minerals,Gaseous fuels,N2O,kt,0.0218651665751662
2000,1.A.2.f.,Non-metallic minerals,Other fossil fuels,CO2,kt,11.14750452816
2000,1.A.2.f.,Non-metallic minerals,Other fossil fuels,CH4,kt,0.000512739781886459
2000,1.A.2.f.,Non-metallic minerals,Other fossil fuels,N2O,kt,0.0002732231502
2000,1.A.2.f.,Non-metallic minerals,Peat,CO2,kt,NO
2000,1.A.2.f.,Non-metallic minerals,Peat,CH4,kt,NO
2000,1.A.2.f.,Non-metallic minerals,Peat,N2O,kt,NO
2000,1.A.2.f.,Non-metallic minerals,Biomass,CO2,kt,1282.48813045978
2000,1.A.2.f.,Non-metallic minerals,Biomass,CH4,kt,0.146049821523696
2000,1.A.2.f.,Non-metallic minerals,Biomass,N2O,kt,0.079960952714632
2000,1.A.2.g.,Other,All fuels except biomass,CO2,kt,2786.7138746657365
2000,1.A.2.g.,Other,All fuels except biomass,CH4,kt,0.131470293987896
2000,1.A.2.g.,Other,All fuels except biomass,N2O,kt,0.16951868621351918
2000,1.A.2.g.,Other,Liquid fuels,CO2,kt,2405.5792097342437
2000,1.A.2.g.,Other,Liquid fuels,CH4,kt,0.09293728473822878
2000,1.A.2.g.,Other,Liquid fuels,N2O,kt,0.14294239169231918
2000,1.A.2.g.,Other,Solid fuels,CO2,kt,"IE,NO"
2000,1.A.2.g.,Other,Solid fuels,CH4,kt,"IE,NO"
2000,1.A.2.g.,Other,Solid fuels,N2O,kt,"IE,NO"
2000,1.A.2.g.,Other,Gaseous fuels,CO2,kt,381.1346649314926
2000,1.A.2.g.,Other,Gaseous fuels,CH4,kt,0.006771563793599418
2000,1.A.2.g.,Other,Gaseous fuels,N2O,kt,0.006364465594611367
2000,1.A.2.g.,Other,Other fossil fuels,CO2,kt,"IE,NO"
2000,1.A.2.g.,Other,Other fossil fuels,CH4,kt,"IE,NO"
2000,1.A.2.g.,Other,Other fossil fuels,N2O,kt,"IE,NO"
2000,1.A.2.g.,Other,Peat,CO2,kt,NO
2000,1.A.2.g.,Other,Peat,CH4,kt,NO
2000,1.A.2.g.,Other,Peat,N2O,kt,NO
2000,1.A.2.g.,Other,Biomass,CO2,kt,323.3892628254183
2000,1.A.2.g.,Other,Biomass,CH4,kt,0.03176144545606781
2000,1.A.2.g.,Other,Biomass,N2O,kt,0.020211828926588633
2000,1.A.2.g.i.,Manufacturing of machinery,All fuels except biomass,CO2,kt,336.59845306125396
2000,1.A.2.g.i.,Manufacturing of machinery,All fuels except biomass,CH4,kt,0.009010644874377199
2000,1.A.2.g.i.,Manufacturing of machinery,All fuels except biomass,N2O,kt,0.011432063049596031
2000,1.A.2.g.i.,Manufacturing of machinery,Liquid fuels,CO2,kt,221.333652406494
2000,1.A.2.g.i.,Manufacturing of machinery,Liquid fuels,CH4,kt,0.0055022274124993
2000,1.A.2.g.i.,Manufacturing of machinery,Liquid fuels,N2O,kt,0.00884317855358387
2000,1.A.2.g.i.,Manufacturing of machinery,Solid fuels,CO2,kt,NO
2000,1.A.2.g.i.,Manufacturing of machinery,Solid fuels,CH4,kt,NO
2000,1.A.2.g.i.,Manufacturing of machinery,Solid fuels,N2O,kt,NO
2000,1.A.2.g.i.,Manufacturing of machinery,Gaseous fuels,CO2,kt,115.26480065476
2000,1.A.2.g.i.,Manufacturing of machinery,Gaseous fuels,CH4,kt,0.00204341603421426
2000,1.A.2.g.i.,Manufacturing of machinery,Gaseous fuels,N2O,kt,0.00165661086022621
2000,1.A.2.g.i.,Manufacturing of machinery,Other fossil fuels,CO2,kt,NO
2000,1.A.2.g.i.,Manufacturing of machinery,Other fossil fuels,CH4,kt,NO
2000,1.A.2.g.i.,Manufacturing of machinery,Other fossil fuels,N2O,kt,NO
2000,1.A.2.g.i.,Manufacturing of machinery,Peat,CO2,kt,NO
2000,1.A.2.g.i.,Manufacturing of machinery,Peat,CH4,kt,NO
2000,1.A.2.g.i.,Manufacturing of machinery,Peat,N2O,kt,NO
2000,1.A.2.g.i.,Manufacturing of machinery,Biomass,CO2,kt,14.9163781725753
2000,1.A.2.g.i.,Manufacturing of machinery,Biomass,CH4,kt,0.00146500142766364
2000,1.A.2.g.i.,Manufacturing of machinery,Biomass,N2O,kt,0.000932273635785953
2000,1.A.2.g.ii.,Manufacturing of transport equipment,All fuels except biomass,CO2,kt,"IE,NO"
2000,1.A.2.g.ii.,Manufacturing of transport equipment,All fuels except biomass,CH4,kt,"IE,NO"
2000,1.A.2.g.ii.,Manufacturing of transport equipment,All fuels except biomass,N2O,kt,"IE,NO"
2000,1.A.2.g.ii.,Manufacturing of transport equipment,Liquid fuels,CO2,kt,IE
2000,1.A.2.g.ii.,Manufacturing of transport equipment,Liquid fuels,CH4,kt,IE
2000,1.A.2.g.ii.,Manufacturing of transport equipment,Liquid fuels,N2O,kt,IE
2000,1.A.2.g.ii.,Manufacturing of transport equipment,Solid fuels,CO2,kt,IE
2000,1.A.2.g.ii.,Manufacturing of transport equipment,Solid fuels,CH4,kt,IE
2000,1.A.2.g.ii.,Manufacturing of transport equipment,Solid fuels,N2O,kt,IE
2000,1.A.2.g.ii.,Manufacturing of transport equipment,Gaseous fuels,CO2,kt,IE
2000,1.A.2.g.ii.,Manufacturing of transport equipment,Gaseous fuels,CH4,kt,IE
2000,1.A.2.g.ii.,Manufacturing of transport equipment,Gaseous fuels,N2O,kt,IE
2000,1.A.2.g.ii.,Manufacturing of transport equipment,Other fossil fuels,CO2,kt,IE
2000,1.A.2.g.ii.,Manufacturing of transport equipment,Other fossil fuels,CH4,kt,IE
2000,1.A.2.g.ii.,Manufacturing of transport equipment,Other fossil fuels,N2O,kt,IE
2000,1.A.2.g.ii.,Manufacturing of transport equipment,Peat,CO2,kt,NO
2000,1.A.2.g.ii.,Manufacturing of transport equipment,Peat,CH4,kt,NO
2000,1.A.2.g.ii.,Manufacturing of transport equipment,Peat,N2O,kt,NO
2000,1.A.2.g.ii.,Manufacturing of transport equipment,Biomass,CO2,kt,IE
2000,1.A.2.g.ii.,Manufacturing of transport equipment,Biomass,CH4,kt,IE
2000,1.A.2.g.ii.,Manufacturing of transport equipment,Biomass,N2O,kt,IE
2000,1.A.2.g.iii.,Mining (excluding fuels) and quarrying,All fuels except biomass,CO2,kt,154.98249609990455
2000,1.A.2.g.iii.,Mining (excluding fuels) and quarrying,All fuels except biomass,CH4,kt,0.0059867322414862405
2000,1.A.2.g.iii.,Mining (excluding fuels) and quarrying,All fuels except biomass,N2O,kt,0.0011901343961408
2000,1.A.2.g.iii.,Mining (excluding fuels) and quarrying,Liquid fuels,CO2,kt,154.277188156219
2000,1.A.2.g.iii.,Mining (excluding fuels) and quarrying,Liquid fuels,CH4,kt,0.00597422900148624
2000,1.A.2.g.iii.,Mining (excluding fuels) and quarrying,Liquid fuels,N2O,kt,0.0011776311561408
2000,1.A.2.g.iii.,Mining (excluding fuels) and quarrying,Solid fuels,CO2,kt,NO
2000,1.A.2.g.iii.,Mining (excluding fuels) and quarrying,Solid fuels,CH4,kt,NO
2000,1.A.2.g.iii.,Mining (excluding fuels) and quarrying,Solid fuels,N2O,kt,NO
2000,1.A.2.g.iii.,Mining (excluding fuels) and quarrying,Gaseous fuels,CO2,kt,0.70530794368553
2000,1.A.2.g.iii.,Mining (excluding fuels) and quarrying,Gaseous fuels,CH4,kt,1.250324e-05
2000,1.A.2.g.iii.,Mining (excluding fuels) and quarrying,Gaseous fuels,N2O,kt,1.250324e-05
2000,1.A.2.g.iii.,Mining (excluding fuels) and quarrying,Other fossil fuels,CO2,kt,NO
2000,1.A.2.g.iii.,Mining (excluding fuels) and quarrying,Other fossil fuels,CH4,kt,NO
2000,1.A.2.g.iii.,Mining (excluding fuels) and quarrying,Other fossil fuels,N2O,kt,NO
2000,1.A.2.g.iii.,Mining (excluding fuels) and quarrying,Peat,CO2,kt,NO
2000,1.A.2.g.iii.,Mining (excluding fuels) and quarrying,Peat,CH4,kt,NO
2000,1.A.2.g.iii.,Mining (excluding fuels) and quarrying,Peat,N2O,kt,NO
2000,1.A.2.g.iii.,Mining (excluding fuels) and quarrying,Biomass,CO2,kt,NO
2000,1.A.2.g.iii.,Mining (excluding fuels) and quarrying,Biomass,CH4,kt,NO
2000,1.A.2.g.iii.,Mining (excluding fuels) and quarrying,Biomass,N2O,kt,NO
2000,1.A.2.g.iv.,Wood and wood products,All fuels except biomass,CO2,kt,301.1857759239281
2000,1.A.2.g.iv.,Wood and wood products,All fuels except biomass,CH4,kt,0.019047073110853227
2000,1.A.2.g.iv.,Wood and wood products,All fuels except biomass,N2O,kt,0.009416365357290136
2000,1.A.2.g.iv.,Wood and wood products,Liquid fuels,CO2,kt,287.905590921993
2000,1.A.2.g.iv.,Wood and wood products,Liquid fuels,CH4,kt,0.010489953830189
2000,1.A.2.g.iv.,Wood and wood products,Liquid fuels,N2O,kt,0.0038853176217764
2000,1.A.2.g.iv.,Wood and wood products,Solid Fuels,CO2,kt,NO
2000,1.A.2.g.iv.,Wood and wood products,Solid Fuels,CH4,kt,NO
2000,1.A.2.g.iv.,Wood and wood products,Solid Fuels,N2O,kt,NO
2000,1.A.2.g.iv.,Wood and wood products,Gaseous fuels,CO2,kt,13.2801850019351
2000,1.A.2.g.iv.,Wood and wood products,Gaseous fuels,CH4,kt,0.000235422531500356
2000,1.A.2.g.iv.,Wood and wood products,Gaseous fuels,N2O,kt,0.000235422531500356
2000,1.A.2.g.iv.,Wood and wood products,Other fossil fuels,CO2,kt,NO
2000,1.A.2.g.iv.,Wood and wood products,Other fossil fuels,CH4,kt,NO
2000,1.A.2.g.iv.,Wood and wood products,Other fossil fuels,N2O,kt,NO
2000,1.A.2.g.iv.,Wood and wood products,Peat,CO2,kt,NO
2000,1.A.2.g.iv.,Wood and wood products,Peat,CH4,kt,NO
2000,1.A.2.g.iv.,Wood and wood products,Peat,N2O,kt,NO
2000,1.A.2.g.iv.,Wood and wood products,Biomass,CO2,kt,84.730003264214
2000,1.A.2.g.iv.,Wood and wood products,Biomass,CH4,kt,0.00832169674916387
2000,1.A.2.g.iv.,Wood and wood products,Biomass,N2O,kt,0.00529562520401338
2000,1.A.2.g.v.,Construction,All fuels except biomass,CO2,kt,425.1942240775315
2000,1.A.2.g.v.,Construction,All fuels except biomass,CH4,kt,0.0160517911542929
2000,1.A.2.g.v.,Construction,All fuels except biomass,N2O,kt,0.00314685460591459
2000,1.A.2.g.v.,Construction,Liquid fuels,CO2,kt,424.608263109333
2000,1.A.2.g.v.,Construction,Liquid fuels,CH4,kt,0.0160264248742929
2000,1.A.2.g.v.,Construction,Liquid fuels,N2O,kt,0.00314178135091459
2000,1.A.2.g.v.,Construction,Solid fuels,CO2,kt,NO
2000,1.A.2.g.v.,Construction,Solid fuels,CH4,kt,NO
2000,1.A.2.g.v.,Construction,Solid fuels,N2O,kt,NO
2000,1.A.2.g.v.,Construction,Gaseous fuels,CO2,kt,0.585960968198484
2000,1.A.2.g.v.,Construction,Gaseous fuels,CH4,kt,2.536628e-05
2000,1.A.2.g.v.,Construction,Gaseous fuels,N2O,kt,5.073255e-06
2000,1.A.2.g.v.,Construction,Other fossil fuels,CO2,kt,NO
2000,1.A.2.g.v.,Construction,Other fossil fuels,CH4,kt,NO
2000,1.A.2.g.v.,Construction,Other fossil fuels,N2O,kt,NO
2000,1.A.2.g.v.,Construction,Peat,CO2,kt,NO
2000,1.A.2.g.v.,Construction,Peat,CH4,kt,NO
2000,1.A.2.g.v.,Construction,Peat,N2O,kt,NO
2000,1.A.2.g.v.,Construction,Biomass,CO2,kt,NO
2000,1.A.2.g.v.,Construction,Biomass,CH4,kt,NO
2000,1.A.2.g.v.,Construction,Biomass,N2O,kt,NO
2000,1.A.2.g.vi.,Textile and leather,All fuels except biomass,CO2,kt,1212.424894923843
2000,1.A.2.g.vi.,Textile and leather,All fuels except biomass,CH4,kt,0.062271085065380184
2000,1.A.2.g.vi.,Textile and leather,All fuels except biomass,N2O,kt,0.028082660242668783
2000,1.A.2.g.vi.,Textile and leather,Liquid fuels,CO2,kt,969.172585996935
2000,1.A.2.g.vi.,Textile and leather,Liquid fuels,CH4,kt,0.0364753693632555
2000,1.A.2.g.vi.,Textile and leather,Liquid fuels,N2O,kt,0.0100991249329951
2000,1.A.2.g.vi.,Textile and leather,Solid fuels,CO2,kt,NO
2000,1.A.2.g.vi.,Textile and leather,Solid fuels,CH4,kt,NO
2000,1.A.2.g.vi.,Textile and leather,Solid fuels,N2O,kt,NO
2000,1.A.2.g.vi.,Textile and leather,Gaseous fuels,CO2,kt,243.252308926908
